trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
1++平日+9,11:28:00,11:28:00,17_2,18,,0,0,1
1++平日+9,11:30:00,11:30:00,18_1,19,,0,0,1
1++平日+9,11:31:00,11:31:00,19_1,20,,0,0,1
1++平日+9,11:35:00,11:35:00,12_2,21,,0,0,1
1++平日+9,11:36:00,11:36:00,11_2,22,,0,0,1
1++平日+9,11:37:00,11:37:00,10_2,23,,0,0,1
1++平日+9,11:39:00,11:39:00,9_2,24,,0,0,1
1++平日+9,11:41:00,11:41:00,8_2,25,,0,0,1
1++平日+9,11:43:00,11:43:00,7_2,26,,0,0,1
1++平日+9,11:44:00,11:44:00,6_2,27,,0,0,1
1++平日+9,11:45:00,11:45:00,5_2,28,,0,0,1
1++平日+9,11:51:00,11:51:00,21_2,29,,0,0,1
1++平日+9,11:52:00,11:52:00,20_2,30,,0,0,1
1++平日+9,11:53:00,11:53:00,4_2,31,,0,0,1
1++平日+9,11:54:00,11:54:00,3_2,32,,0,0,1
1++平日+9,12:02:00,12:02:00,1_0,33,,1,0,1
1++平日+10,11:30:00,11:30:00,1_0,1,,0,1,1
1++平日+10,11:33:00,11:33:00,3_1,2,,0,0,1
1++平日+10,11:34:00,11:34:00,4_1,3,,0,0,1
1++平日+10,11:35:00,11:35:00,20_1,4,,0,0,1
1++平日+10,11:36:00,11:36:00,21_1,5,,0,0,1
1++平日+10,11:42:00,11:42:00,5_1,6,,0,0,1
1++平日+10,11:43:00,11:43:00,6_1,7,,0,0,1
1++平日+10,11:44:00,11:44:00,7_1,8,,0,0,1
1++平日+10,11:45:00,11:45:00,8_1,9,,0,0,1
1++平日+10,11:46:00,11:46:00,9_1,10,,0,0,1
1++平日+10,11:47:00,11:47:00,10_1,11,,0,0,1
1++平日+10,11:48:00,11:48:00,11_1,12,,0,0,1
1++平日+10,11:49:00,11:49:00,12_1,13,,0,0,1
1++平日+10,11:52:00,11:52:00,13_0,14,,0,0,1
1++平日+10,11:53:00,11:53:00,14_0,15,,0,0,1
1++平日+10,11:54:00,11:54:00,15_0,16,,0,0,1
1++平日+10,11:55:00,11:55:00,16_2,17,,0,0,1
1++平日+10,11:56:00,11:56:00,17_2,18,,0,0,1
1++平日+10,11:58:00,11:58:00,18_1,19,,0,0,1
1++平日+10,11:59:00,11:59:00,19_1,20,,0,0,1
1++平日+10,12:03:00,12:03:00,12_2,21,,0,0,1
1++平日+10,12:04:00,12:04:00,11_2,22,,0,0,1
1++平日+10,12:05:00,12:05:00,10_2,23,,0,0,1
1++平日+10,12:07:00,12:07:00,9_2,24,,0,0,1
1++平日+10,12:09:00,12:09:00,8_2,25,,0,0,1
1++平日+10,12:11:00,12:11:00,7_2,26,,0,0,1
1++平日+10,12:12:00,12:12:00,6_2,27,,0,0,1
1++平日+10,12:13:00,12:13:00,5_2,28,,0,0,1
1++平日+10,12:19:00,12:19:00,21_2,29,,0,0,1
1++平日+10,12:20:00,12:20:00,20_2,30,,0,0,1
1++平日+10,12:21:00,12:21:00,4_2,31,,0,0,1
1++平日+10,12:22:00,12:22:00,3_2,32,,0,0,1
1++平日+10,12:30:00,12:30:00,1_0,33,,1,0,1
1++平日+11,12:07:00,12:07:00,1_0,1,,0,1,1
1++平日+11,12:10:00,12:10:00,3_1,2,,0,0,1
1++平日+11,12:11:00,12:11:00,4_1,3,,0,0,1
1++平日+11,12:12:00,12:12:00,20_1,4,,0,0,1
1++平日+11,12:13:00,12:13:00,21_1,5,,0,0,1
1++平日+11,12:19:00,12:19:00,5_1,6,,0,0,1
1++平日+11,12:20:00,12:20:00,6_1,7,,0,0,1
1++平日+11,12:21:00,12:21:00,7_1,8,,0,0,1
1++平日+11,12:22:00,12:22:00,8_1,9,,0,0,1
1++平日+11,12:23:00,12:23:00,9_1,10,,0,0,1
1++平日+11,12:24:00,12:24:00,10_1,11,,0,0,1
1++平日+11,12:25:00,12:25:00,11_1,12,,0,0,1
1++平日+11,12:26:00,12:26:00,12_1,13,,0,0,1
1++平日+11,12:29:00,12:29:00,13_0,14,,0,0,1
1++平日+11,12:30:00,12:30:00,14_0,15,,0,0,1
1++平日+11,12:31:00,12:31:00,15_0,16,,0,0,1
1++平日+11,12:32:00,12:32:00,16_2,17,,0,0,1
1++平日+11,12:33:00,12:33:00,17_2,18,,0,0,1
1++平日+11,12:35:00,12:35:00,18_1,19,,0,0,1
1++平日+11,12:36:00,12:36:00,19_1,20,,0,0,1
1++平日+11,12:40:00,12:40:00,12_2,21,,0,0,1
1++平日+11,12:41:00,12:41:00,11_2,22,,0,0,1
1++平日+11,12:42:00,12:42:00,10_2,23,,0,0,1
1++平日+11,12:44:00,12:44:00,9_2,24,,0,0,1
1++平日+11,12:46:00,12:46:00,8_2,25,,0,0,1
1++平日+11,12:48:00,12:48:00,7_2,26,,0,0,1
1++平日+11,12:49:00,12:49:00,6_2,27,,0,0,1
1++平日+11,12:50:00,12:50:00,5_2,28,,0,0,1
1++平日+11,12:56:00,12:56:00,21_2,29,,0,0,1
1++平日+11,12:57:00,12:57:00,20_2,30,,0,0,1
1++平日+11,12:58:00,12:58:00,4_2,31,,0,0,1
1++平日+11,12:59:00,12:59:00,3_2,32,,0,0,1
1++平日+11,13:07:00,13:07:00,1_0,33,,1,0,1
1++平日+12,13:15:00,13:15:00,1_0,1,,0,1,1
1++平日+12,13:18:00,13:18:00,3_1,2,,0,0,1
1++平日+12,13:19:00,13:19:00,4_1,3,,0,0,1
1++平日+12,13:20:00,13:20:00,20_1,4,,0,0,1
1++平日+12,13:21:00,13:21:00,21_1,5,,0,0,1
1++平日+12,13:27:00,13:27:00,5_1,6,,0,0,1
1++平日+12,13:28:00,13:28:00,6_1,7,,0,0,1
1++平日+12,13:29:00,13:29:00,7_1,8,,0,0,1
1++平日+12,13:30:00,13:30:00,8_1,9,,0,0,1
1++平日+12,13:31:00,13:31:00,9_1,10,,0,0,1
1++平日+12,13:32:00,13:32:00,10_1,11,,0,0,1
1++平日+12,13:33:00,13:33:00,11_1,12,,0,0,1
1++平日+12,13:34:00,13:34:00,12_1,13,,0,0,1
1++平日+12,13:37:00,13:37:00,13_0,14,,0,0,1
1++平日+12,13:38:00,13:38:00,14_0,15,,0,0,1
1++平日+12,13:39:00,13:39:00,15_0,16,,0,0,1
1++平日+12,13:40:00,13:40:00,16_2,17,,0,0,1
1++平日+12,13:41:00,13:41:00,17_2,18,,0,0,1
1++平日+12,13:43:00,13:43:00,18_1,19,,0,0,1
1++平日+12,13:44:00,13:44:00,19_1,20,,0,0,1
1++平日+12,13:48:00,13:48:00,12_2,21,,0,0,1
1++平日+12,13:49:00,13:49:00,11_2,22,,0,0,1
1++平日+12,13:50:00,13:50:00,10_2,23,,0,0,1
1++平日+12,13:52:00,13:52:00,9_2,24,,0,0,1
1++平日+12,13:54:00,13:54:00,8_2,25,,0,0,1
1++平日+12,13:56:00,13:56:00,7_2,26,,0,0,1
1++平日+12,13:57:00,13:57:00,6_2,27,,0,0,1
1++平日+12,13:58:00,13:58:00,5_2,28,,0,0,1
1++平日+12,14:04:00,14:04:00,21_2,29,,0,0,1
1++平日+12,14:05:00,14:05:00,20_2,30,,0,0,1
1++平日+12,14:06:00,14:06:00,4_2,31,,0,0,1
1++平日+12,14:07:00,14:07:00,3_2,32,,0,0,1
1++平日+12,14:15:00,14:15:00,1_0,33,,1,0,1
1++平日+13,14:15:00,14:15:00,1_0,1,,0,1,1
1++平日+13,14:18:00,14:18:00,3_1,2,,0,0,1
1++平日+13,14:19:00,14:19:00,4_1,3,,0,0,1
1++平日+13,14:20:00,14:20:00,20_1,4,,0,0,1
1++平日+13,14:21:00,14:21:00,21_1,5,,0,0,1
1++平日+13,14:27:00,14:27:00,5_1,6,,0,0,1
1++平日+13,14:28:00,14:28:00,6_1,7,,0,0,1
1++平日+13,14:29:00,14:29:00,7_1,8,,0,0,1
1++平日+13,14:30:00,14:30:00,8_1,9,,0,0,1
1++平日+13,14:31:00,14:31:00,9_1,10,,0,0,1
1++平日+13,14:32:00,14:32:00,10_1,11,,0,0,1
1++平日+13,14:33:00,14:33:00,11_1,12,,0,0,1
1++平日+13,14:34:00,14:34:00,12_1,13,,0,0,1
1++平日+13,14:37:00,14:37:00,13_0,14,,0,0,1
1++平日+13,14:38:00,14:38:00,14_0,15,,0,0,1
1++平日+13,14:39:00,14:39:00,15_0,16,,0,0,1
1++平日+13,14:40:00,14:40:00,16_2,17,,0,0,1
1++平日+13,14:41:00,14:41:00,17_2,18,,0,0,1
1++平日+13,14:43:00,14:43:00,18_1,19,,0,0,1
1++平日+13,14:44:00,14:44:00,19_1,20,,0,0,1
1++平日+13,14:48:00,14:48:00,12_2,21,,0,0,1
1++平日+13,14:49:00,14:49:00,11_2,22,,0,0,1
1++平日+13,14:50:00,14:50:00,10_2,23,,0,0,1
1++平日+13,14:52:00,14:52:00,9_2,24,,0,0,1
1++平日+13,14:54:00,14:54:00,8_2,25,,0,0,1
1++平日+13,14:56:00,14:56:00,7_2,26,,0,0,1
1++平日+13,14:57:00,14:57:00,6_2,27,,0,0,1
1++平日+13,14:58:00,14:58:00,5_2,28,,0,0,1
1++平日+13,15:04:00,15:04:00,21_2,29,,0,0,1
1++平日+13,15:05:00,15:05:00,20_2,30,,0,0,1
1++平日+13,15:06:00,15:06:00,4_2,31,,0,0,1
1++平日+13,15:07:00,15:07:00,3_2,32,,0,0,1
1++平日+13,15:15:00,15:15:00,1_0,33,,1,0,1
1++平日+14,15:10:00,15:10:00,1_0,1,,0,1,1
1++平日+14,15:13:00,15:13:00,3_1,2,,0,0,1
1++平日+14,15:14:00,15:14:00,4_1,3,,0,0,1
1++平日+14,15:15:00,15:15:00,20_1,4,,0,0,1
1++平日+14,15:16:00,15:16:00,21_1,5,,0,0,1
1++平日+14,15:22:00,15:22:00,5_1,6,,0,0,1
1++平日+14,15:23:00,15:23:00,6_1,7,,0,0,1
1++平日+14,15:24:00,15:24:00,7_1,8,,0,0,1
1++平日+14,15:25:00,15:25:00,8_1,9,,0,0,1
1++平日+14,15:26:00,15:26:00,9_1,10,,0,0,1
1++平日+14,15:27:00,15:27:00,10_1,11,,0,0,1
1++平日+14,15:28:00,15:28:00,11_1,12,,0,0,1
1++平日+14,15:29:00,15:29:00,12_1,13,,0,0,1
1++平日+14,15:32:00,15:32:00,13_0,14,,0,0,1
1++平日+14,15:33:00,15:33:00,14_0,15,,0,0,1
1++平日+14,15:34:00,15:34:00,15_0,16,,0,0,1
1++平日+14,15:35:00,15:35:00,16_2,17,,0,0,1
1++平日+14,15:36:00,15:36:00,17_2,18,,0,0,1
1++平日+14,15:38:00,15:38:00,18_1,19,,0,0,1
1++平日+14,15:39:00,15:39:00,19_1,20,,0,0,1
1++平日+14,15:43:00,15:43:00,12_2,21,,0,0,1
1++平日+14,15:44:00,15:44:00,11_2,22,,0,0,1
1++平日+14,15:45:00,15:45:00,10_2,23,,0,0,1
1++平日+14,15:47:00,15:47:00,9_2,24,,0,0,1
1++平日+14,15:49:00,15:49:00,8_2,25,,0,0,1
1++平日+14,15:51:00,15:51:00,7_2,26,,0,0,1
1++平日+14,15:52:00,15:52:00,6_2,27,,0,0,1
1++平日+14,15:53:00,15:53:00,5_2,28,,0,0,1
1++平日+14,15:59:00,15:59:00,21_2,29,,0,0,1
1++平日+14,16:00:00,16:00:00,20_2,30,,0,0,1
1++平日+14,16:01:00,16:01:00,4_2,31,,0,0,1
1++平日+14,16:02:00,16:02:00,3_2,32,,0,0,1
1++平日+14,16:10:00,16:10:00,1_0,33,,1,0,1
1++平日+15,16:14:00,16:14:00,1_0,1,,0,1,1
1++平日+15,16:17:00,16:17:00,3_1,2,,0,0,1
1++平日+15,16:18:00,16:18:00,4_1,3,,0,0,1
1++平日+15,16:19:00,16:19:00,20_1,4,,0,0,1
1++平日+15,16:20:00,16:20:00,21_1,5,,0,0,1
1++平日+15,16:26:00,16:26:00,5_1,6,,0,0,1
1++平日+15,16:27:00,16:27:00,6_1,7,,0,0,1
1++平日+15,16:28:00,16:28:00,7_1,8,,0,0,1
1++平日+15,16:29:00,16:29:00,8_1,9,,0,0,1
1++平日+15,16:30:00,16:30:00,9_1,10,,0,0,1
1++平日+15,16:31:00,16:31:00,10_1,11,,0,0,1
1++平日+15,16:32:00,16:32:00,11_1,12,,0,0,1
1++平日+15,16:33:00,16:33:00,12_1,13,,0,0,1
1++平日+15,16:36:00,16:36:00,13_0,14,,0,0,1
1++平日+15,16:37:00,16:37:00,14_0,15,,0,0,1
1++平日+15,16:38:00,16:38:00,15_0,16,,0,0,1
1++平日+15,16:39:00,16:39:00,16_2,17,,0,0,1
1++平日+15,16:40:00,16:40:00,17_2,18,,0,0,1
1++平日+15,16:42:00,16:42:00,18_1,19,,0,0,1
1++平日+15,16:43:00,16:43:00,19_1,20,,0,0,1
1++平日+15,16:47:00,16:47:00,12_2,21,,0,0,1
1++平日+15,16:48:00,16:48:00,11_2,22,,0,0,1
1++平日+15,16:49:00,16:49:00,10_2,23,,0,0,1
1++平日+15,16:51:00,16:51:00,9_2,24,,0,0,1
1++平日+15,16:53:00,16:53:00,8_2,25,,0,0,1
1++平日+15,16:55:00,16:55:00,7_2,26,,0,0,1
1++平日+15,16:56:00,16:56:00,6_2,27,,0,0,1
1++平日+15,16:57:00,16:57:00,5_2,28,,0,0,1
1++平日+15,17:03:00,17:03:00,21_2,29,,0,0,1
1++平日+15,17:04:00,17:04:00,20_2,30,,0,0,1
1++平日+15,17:05:00,17:05:00,4_2,31,,0,0,1
1++平日+15,17:06:00,17:06:00,3_2,32,,0,0,1
1++平日+15,17:14:00,17:14:00,1_0,33,,1,0,1
1++平日+16,17:23:00,17:23:00,1_0,1,,0,1,1
1++平日+16,17:26:00,17:26:00,3_1,2,,0,0,1
1++平日+16,17:27:00,17:27:00,4_1,3,,0,0,1
1++平日+16,17:28:00,17:28:00,20_1,4,,0,0,1
1++平日+16,17:29:00,17:29:00,21_1,5,,0,0,1
1++平日+16,17:35:00,17:35:00,5_1,6,,0,0,1
1++平日+16,17:36:00,17:36:00,6_1,7,,0,0,1
1++平日+16,17:37:00,17:37:00,7_1,8,,0,0,1
1++平日+16,17:38:00,17:38:00,8_1,9,,0,0,1
1++平日+16,17:39:00,17:39:00,9_1,10,,0,0,1
1++平日+16,17:40:00,17:40:00,10_1,11,,0,0,1
1++平日+16,17:41:00,17:41:00,11_1,12,,0,0,1
1++平日+16,17:42:00,17:42:00,12_1,13,,0,0,1
1++平日+16,17:45:00,17:45:00,13_0,14,,0,0,1
1++平日+16,17:46:00,17:46:00,14_0,15,,0,0,1
1++平日+16,17:47:00,17:47:00,15_0,16,,0,0,1
1++平日+16,17:48:00,17:48:00,16_2,17,,0,0,1
1++平日+16,17:49:00,17:49:00,17_2,18,,0,0,1
1++平日+16,17:51:00,17:51:00,18_1,19,,0,0,1
1++平日+16,17:52:00,17:52:00,19_1,20,,0,0,1
1++平日+16,17:56:00,17:56:00,12_2,21,,0,0,1
1++平日+16,17:57:00,17:57:00,11_2,22,,0,0,1
1++平日+16,17:58:00,17:58:00,10_2,23,,0,0,1
1++平日+16,18:00:00,18:00:00,9_2,24,,0,0,1
1++平日+16,18:02:00,18:02:00,8_2,25,,0,0,1
1++平日+16,18:04:00,18:04:00,7_2,26,,0,0,1
1++平日+16,18:05:00,18:05:00,6_2,27,,0,0,1
1++平日+16,18:06:00,18:06:00,5_2,28,,0,0,1
1++平日+16,18:12:00,18:12:00,21_2,29,,0,0,1
1++平日+16,18:13:00,18:13:00,20_2,30,,0,0,1
1++平日+16,18:14:00,18:14:00,4_2,31,,0,0,1
1++平日+16,18:15:00,18:15:00,3_2,32,,0,0,1
1++平日+16,18:23:00,18:23:00,1_0,33,,1,0,1
1++平日+17,18:01:00,18:01:00,1_0,1,,0,1,1
1++平日+17,18:04:00,18:04:00,3_1,2,,0,0,1
1++平日+17,18:05:00,18:05:00,4_1,3,,0,0,1
1++平日+17,18:06:00,18:06:00,20_1,4,,0,0,1
1++平日+17,18:07:00,18:07:00,21_1,5,,0,0,1
1++平日+17,18:13:00,18:13:00,5_1,6,,0,0,1
1++平日+17,18:14:00,18:14:00,6_1,7,,0,0,1
1++平日+17,18:15:00,18:15:00,7_1,8,,0,0,1
1++平日+17,18:16:00,18:16:00,8_1,9,,0,0,1
1++平日+17,18:17:00,18:17:00,9_1,10,,0,0,1
1++平日+17,18:18:00,18:18:00,10_1,11,,0,0,1
1++平日+17,18:19:00,18:19:00,11_1,12,,0,0,1
1++平日+17,18:20:00,18:20:00,12_1,13,,0,0,1
1++平日+17,18:23:00,18:23:00,13_0,14,,0,0,1
1++平日+17,18:24:00,18:24:00,14_0,15,,0,0,1
